store_name,address,sido,gugun,win1,latest_round,latest_date
씨유 대전반석역점,대전 유성구 반석로 10 반석역프라자,대전,유성구,4,1111,2024-03-16
에스비 상사,서울 중구 퇴계로86길 29 1층,서울,중구,4,1110,2024-03-09
장보고복권방,서울 중랑구 면목로 288,서울,중랑구,4,1109,2024-03-02
가로가판대제57호(구),서울 중구 세종대로14길 6-2,서울,중구,4,1107,2024-02-17
로또복권판매,경북 상주시 삼백로 159,경북,상주시,4,1103,2024-01-20
스카이편의점,경기 안양시 만안구 박달로 527,경기,안양시,4,1101,2024-01-06
이삭,전남 목포시 남악2로 54 남악프라자A동103호,전남,목포시,4,1101,2024-01-06
대박유통,부산 중구 구덕로 80 1층,부산,중구,4,1099,2023-12-23
또와식품,서울 강서구 양천로 694,서울,강서구,4,1096,2023-12-02
용꿈돼지꿈복권전문점,강원 동해시 중앙로 234 이주민상가1층15호,강원,동해시,4,1096,2023-12-02
엘도라도복권점문점,서울 광진구 용마산로 47,서울,광진구,4,1094,2023-11-18
둘리복권방,경기 시흥시 중심상가2길 12-6 한강프라자제1층101호,경기,시흥시,4,1093,2023-11-11
안성맞춤,경기 안성시 안성맞춤대로 1099-1,경기,안성시,4,1093,2023-11-11
행운의집제1호점,경북 안동시 영가로 24,경북,안동시,4,1091,2023-10-28
용꿈돼지꿈,인천 부평구 동암남로 11,인천,부평구,4,1088,2023-10-07
신세계,제주 제주시 고마로14길 7,제주,제주시,4,1086,2023-09-23
가판점,서울 서초구 효령로 283 가판,서울,서초구,4,1084,2023-09-09
토토복권,대구 서구 달서로12길 9,대구,서구,4,1083,2023-09-02
로또대박,경기 부천시 석천로177번길 11 제이클래스중동 1층 105호,경기,부천시,4,1083,2023-09-02
구담쌀슈퍼,경북 안동시 경동로 908,경북,안동시,4,1083,2023-09-02
복권방,경기 수원시 팔달구 권광로 213,경기,수원시,4,1079,2023-08-05
우리은행금호동지점앞가판,서울 성동구 장터길 46,서울,성동구,4,1078,2023-07-29
금강복권,경기 김포시 율생로 3,경기,김포시,4,1076,2023-07-15
인제복권방,강원 인제군 비봉로 11-1,강원,인제군,4,1072,2023-06-17
외동복권,경남 김해시 동남로49번길 83 GS25 김해대동점,경남,김해시,4,1066,2023-05-06
나래복권,충북 충주시 충원대로 952 1층,충북,충주시,4,1064,2023-04-22
가로판매대,서울 강동구 올림픽로 648 천호역 3번 출구 앞(가판점),서울,강동구,4,1061,2023-04-01
운수대통복권방,부산 부산진구 전포대로200번길 13,부산,부산진구,4,1060,2023-03-25
수퍼복권대박,인천 연수구 용담로 60 1층,인천,연수구,4,1055,2023-02-18
신나는복권방,경기 파주시 문향로 51-1,경기,파주시,4,1055,2023-02-18
차부상회,경기 김포시 통진읍 조강로 50,경기,김포시,4,1053,2023-02-04
복권마트,강원 홍천군 홍천로 409 1층,강원,홍천군,4,1045,2022-12-10
잉크와복권방,충남 천안시 동남구 차돌로 84,충남,천안시,4,1044,2022-12-03
토큰박스,경기 남양주시 진건오남로 112-1 동양할인마트 앞 로또판매점,경기,남양주시,4,1039,2022-10-29
은미복권방,경기 부천시 소사로794번길 6,경기,부천시,4,1039,2022-10-29
교통카드판매대,서울 송파구 송파대로28길 27 송파성원쌍떼빌 공영주차장앞가판,서울,송파구,4,1030,2022-08-27
충남상회,인천 미추홀구 석정로 78 10호,인천,미추홀구,4,1020,2022-06-18
Today,서울 광진구 광나루로56길 85 테크노마트9층판매동24호,서울,광진구,4,1019,2022-06-11
신간판,서울 중구 무교로 24,서울,중구,4,1019,2022-06-11
가판점,경기 부천시 부일로459번길 8 국민은행버스정류장 옆 가판,경기,부천시,4,1014,2022-05-07
금곡로,"경기 수원시 권선구 금곡로197번길 18-23 해피라움블루 105호(금곡동, 해피라움블루)",경기,수원시,4,1014,2022-05-07
버스카드판매대,서울 관악구 신림로 145-2,서울,관악구,4,1011,2022-04-16
마리오슈퍼,경기 부천시 송내대로265번길 85 뱅뱅프라자 1층 118호,경기,부천시,4,1005,2022-03-05
복권나라,경기 포천시 죽엽산로35번길 1,경기,포천시,4,1000,2022-01-29
굿타임,"서울 서대문구 연희로 36,(연희동)",서울,서대문구,4,999,2022-01-22
Letsgo복권유통,전북 전주시 덕진구 무삼지로 29,전북,전주시,4,998,2022-01-15
원동슈퍼,충남 보령시 대천로 28,충남,보령시,4,996,2022-01-01
복권나라,충북 청주시 청원구 율봉로176번길 8-2,충북,청주시,4,994,2021-12-18
대박찬스,경기 남양주시 진접읍 장현로 111 1층1호,경기,남양주시,4,986,2021-10-23
현암꽃플라워,대전 동구 태전로 167,대전,동구,4,983,2021-10-02
미래유통,전남 목포시 영산로 623,전남,목포시,4,972,2021-07-17
장군슈퍼,경기 부천시 소사로 837,경기,부천시,4,965,2021-05-29
신명,서울 강서구 방화동로3길 1,서울,강서구,4,956,2021-03-27
풍전슈퍼,"경기 부천시 조마루로 428,(원미동)",경기,부천시,4,955,2021-03-20
대광슈퍼,경기 군포시 고산로 679 미성프라자106호,경기,군포시,4,945,2021-01-09
대영당안경원,"부산 동래구 충렬대로237번길 9,(수안동)",부산,동래구,4,940,2020-12-05
복권방,"경기 하남시 신장로 122,(신장동)",경기,하남시,4,940,2020-12-05
나눔이매로또,경기 성남시 분당구 양현로94번길 21 구두28호점,경기,성남시,4,929,2020-09-19
대림통상,울산 중구 신기14길 1 일신아파트 일신아파트상가102호,울산,중구,4,921,2020-07-25
대박복권방,경기 양주시 가래비길 33,경기,양주시,4,917,2020-06-27
경기상회,인천 남동구 장승남로 42 은빛프라자 104호,인천,남동구,4,914,2020-06-06
형제상회,"대전 서구 계룡로 664-1,(용문동)",대전,서구,4,914,2020-06-06
천안역로또토토복권방,충남 천안시 동남구 대흥로 237 아시아마트내,충남,천안시,4,903,2020-03-21
승일유통,충북 청주시 흥덕구 월명로 42,충북,청주시,4,902,2020-03-14
㈜현대택배권선영업소,경기 수원시 권선구 곡반정로 95-1 104호,경기,수원시,4,897,2020-02-08
스포츠베팅샵,서울 서초구 동산로 48 서희빌딩 104호,서울,서초구,4,894,2020-01-18
다모아복권방,서울 구로구 서해안로30길 13-7 1층,서울,구로구,4,888,2019-12-07
우미슈퍼,광주 서구 풍암순환로 183 우미아파트상가118동-101호,광주,서구,4,885,2019-11-16
부자복권방,전북 군산시 구시장로 4,전북,군산시,4,884,2019-11-09
역전광장상회,경기 파주시 금촌1동 329-19번지,경기,파주시,4,876,2019-09-14
행운을주는사람들,충북 충주시 연수상가길 42 1층 복권방,충북,충주시,4,875,2019-09-07
대박행운복권방,충남 아산시 온천대로 104 서해안 휴게소내 편의점,충남,아산시,4,871,2019-08-10
GS25(양산혜인점),경남 양산시 평산동 31-5번지,경남,양산시,4,871,2019-08-10
운수대통,경기 수원시 권선구 매실로 73,경기,수원시,4,868,2019-07-20
진성식품,충북 제천시 의병대로 84 1층,충북,제천시,4,864,2019-06-22
로또복권하대점,경남 진주시 도동로 188,경남,진주시,4,836,2018-12-08
마이마트,인천 서구 탁옥로 76 한국상가제1층101호,인천,서구,4,821,2018-08-25
명당복권,서울 동대문구 왕산로 112-1 가판,서울,동대문구,4,810,2018-06-09
로또명당,인천 미추홀구 문학길 4 편의점내,인천,미추홀구,4,788,2018-01-06
GS25(두정메트로점),충남 천안시 서북구 성정동 1451번지,충남,천안시,4,785,2017-12-16
럭키슈퍼,서울 용산구 후암로 52,서울,용산구,4,776,2017-10-14
보람복권방,울산 남구 화합로 194 18-1,울산,남구,4,773,2017-09-23
준,경기 평택시 서동대로 1152,경기,평택시,4,757,2017-06-03
노다지복권방,서울 종로구 종로 333,서울,종로구,4,721,2016-09-24
부흥청과식품점,경북 경산시 하양읍 하양로 35 우방3차상가,경북,경산시,4,721,2016-09-24
금강종합공구,경기 김포시 대곶면 율생리 350-5번지,경기,김포시,4,672,2015-10-17
25시슈퍼,경남 창원시 마산회원구 봉양로 75-5,경남,창원시,4,665,2015-08-29
왕대박복권,인천 부평구 동수천로 108 1층,인천,부평구,4,654,2015-06-13
행운복권,경기 군포시 곡란로 24 매화아파트상가 108호,경기,군포시,4,579,2014-01-04
로또,서울 중구 신당동 133-14,서울,중구,4,563,2013-09-14
GS25(중촌현대),대전 중구 중촌동 17-2,대전,중구,4,530,2013-01-26
GS25(종로낙원),서울 종로구 낙원동 230,서울,종로구,4,438,2011-04-23
아이러브복권방,울산 중구 유곡로 19-1,울산,중구,4,438,2011-04-23
행운방,경기 용인시 기흥구 보정동 1804-4엔림프라자101호,경기,용인시,4,436,2011-04-09
오남 로또택배,경기 남양주시 진건오남로 814 B동 1층 5호,경기,남양주시,3,1218,2026-04-04
평택포승점로또,경기 평택시 여술로 24 CU편의점 내,경기,평택시,3,1217,2026-03-28
북부슈퍼,경기 의정부시 가능로125번길 22,경기,의정부시,3,1217,2026-03-28
부자상회,경기 이천시 사동로 128 복권방,경기,이천시,3,1216,2026-03-21
차밍플라워 로또,광주 광산구 풍영로 41 동구빌딩1층,광주,광산구,3,1215,2026-03-14
불티나,강원 춘천시 후석로462번길 94-1 1층,강원,춘천시,3,1215,2026-03-14
네잎크로버복권방,제주 서귀포시 고성오조로 9,제주,서귀포시,3,1215,2026-03-14
양산노다지복권방,경남 양산시 북안남2길 52 복권판매점,경남,양산시,3,1214,2026-03-07
화신상사,부산 동래구 삼성대길 48,부산,동래구,3,1213,2026-02-28
팡팡복권방,전북 익산시 인북로 99,전북,익산시,3,1213,2026-02-28
대전하이퍼,대전 중구 보문산로 76,대전,중구,3,1212,2026-02-21
행운복권,경기 군포시 대야1로 3 1동,경기,군포시,3,1212,2026-02-21
그린슈퍼,서울 동대문구 왕산로 138,서울,동대문구,3,1211,2026-02-14
8888로또,대전 서구 월평북로 77,대전,서구,3,1211,2026-02-14
나눔로또편의점,전남 광양시 공영로 90,전남,광양시,3,1211,2026-02-14
공원슈퍼,경기 수원시 장안구 팔달로 255 1층(영화동),경기,수원시,3,1210,2026-02-07
청구마트,대구 북구 검단로 34 청구아파트상가108동102호,대구,북구,3,1209,2026-01-31
진양호,경남 진주시 남강로 58 1층,경남,진주시,3,1209,2026-01-31
행운의명당로-토토,충북 청주시 서원구 모충로 36,충북,청주시,3,1207,2026-01-17
터미널분식,충남 부여군 부장대로 65,충남,부여군,3,1207,2026-01-17
잉크와복권,서울 강서구 가로공원로76가길 12,서울,강서구,3,1206,2026-01-10
좋은터,인천 계양구 효서로 204 1층,인천,계양구,3,1202,2025-12-13
드림복권방,경기 수원시 권선구 정조로 515,경기,수원시,3,1202,2025-12-13
백금당,부산 중구 중구로29번길 26,부산,중구,3,1201,2025-12-06
로또로복권,전북 전주시 완산구 모악로 4729,전북,전주시,3,1201,2025-12-06
복권나라동성점,전남 순천시 연향번영길 94 동성아파트 상가113호,전남,순천시,3,1201,2025-12-06
영화복권,경남 창원시 진해구 안청남로 14,경남,창원시,3,1201,2025-12-06
돈벼락맞는곳,부산 해운대구 양운로 55 두산위브센티움상가102호,부산,해운대구,3,1199,2025-11-22
돈벼락,경기 부천시 범안로 220 제근린생활시설2동 1층 103호,경기,부천시,3,1199,2025-11-22
참깨열쇠.복권,전북 전주시 완산구 용리로 43 1층,전북,전주시,3,1199,2025-11-22
로토피아,경기 광명시 오리로 371 상가1층102호,경기,광명시,3,1197,2025-11-08
춘향로또,전북 남원시 동림로 102-1,전북,남원시,3,1197,2025-11-08
작은신부,충남 서산시 구진로 6,충남,서산시,3,1195,2025-10-25
복권나라,경북 포항시 북구 장량로140번길 9,경북,포항시,3,1194,2025-10-18
명신사,서울 마포구 월드컵로 97,서울,마포구,3,1192,2025-10-04
천하명당복권방,서울 송파구 백제고분로41길 7 1층,서울,송파구,3,1188,2025-09-06
드림복권전문점,경기 평택시 평남로 651,경기,평택시,3,1188,2025-09-06
성강동인,경기 하남시 신장로 212 1층 2호,경기,하남시,3,1188,2025-09-06
1번지복권방,경기 성남시 중원구 희망로 448 1층일부 (금광동),경기,성남시,3,1187,2025-08-30
대풍로또판매점,경남 김해시 번화2로 36,경남,김해시,3,1187,2025-08-30
진빈레코드,경남 밀양시 북성로 7,경남,밀양시,3,1187,2025-08-30
보성정보통신,서울 동대문구 장한로2길 24,서울,동대문구,3,1186,2025-08-23
일레븐마트무선점,전남 여수시 성산로 19,전남,여수시,3,1186,2025-08-23
하나복권(가로판매점),서울 영등포구 여의나루로 42 가로판매점(여의도동),서울,영등포구,3,1185,2025-08-16
필로또복권,충남 서산시 호수공원6로 64 1층,충남,서산시,3,1185,2025-08-16
GMART,경북 구미시 구미중앙로 57-3,경북,구미시,3,1185,2025-08-16
운수대통,경기 군포시 군포로745번길 24,경기,군포시,3,1184,2025-08-09
행운복권방,경기 양평군 용문로 358-1 1층,경기,양평군,3,1184,2025-08-09
돈벼락맞는곳,대전 서구 복수남로 16,대전,서구,3,1183,2025-08-02
